x_mm,y_mm,z_mm,anchor_5pct,anchor_10pct
-11.525883296350983,193.714861899548,-231.55715525625624,0,0
-11.179986806195542,193.7946862904764,-232.7503738289618,0,0
-11.62773786181322,193.5638966250215,-232.29714437815176,0,0
-11.331755586347976,193.68018759213885,-233.5078544091059,0,0
-10.985457126851108,193.80890132123696,-234.3630795756616,0,0
-10.116566874422544,194.0554496086544,-235.0754916356047,0,0
-12.088273066681491,193.27544237413204,-231.8494772103621,0,0
-11.835663082247317,193.3904000154971,-233.15845588665823,1,0
-12.709032008512503,192.6977839919836,-232.06706915410825,0,1
-12.294824765445687,193.0487649499638,-232.73501029581905,0,0
-12.460976171681564,192.9314456636517,-233.65485957072823,0,0
-11.894873810301192,193.3478369854961,-234.05330237682847,0,0
-11.12270890250792,193.71092021882177,-235.48029547248328,0,0
-10.26434061628962,193.94190569940656,-236.2192002043468,0,0
-11.747946437333669,193.43271910039155,-234.86654047918347,0,0
-13.393991494981838,191.9792106233824,-232.12797693488028,0,0
-13.12484092531642,192.2841869395834,-233.0949025393337,0,0
-13.074230830295368,192.4253199982524,-234.06853924644307,0,0
-12.603647190117435,192.8745290910041,-234.74474525313929,0,0
-10.44877970641035,193.7946645824561,-237.5151835291488,0,0
-11.418919355140778,193.54501984752127,-236.65509488027223,0,0
-12.09124967009272,193.2392205814733,-235.72752884041512,0,0
-13.459682845193583,192.15722899825624,-234.8760102058121,0,0
-10.671908812861638,193.5841429704069,-238.9806958204592,0,0
-11.760737222780978,193.3321488700672,-237.9743183484621,1,1
-12.607171532081528,192.93756504705084,-236.90570341160264,0,0
-12.50818304480981,189.1755018153892,-249.34244574597548,0,0
-11.629480882395836,189.64717077805983,-248.95163690467493,0,0
-11.624350624499998,189.037921408,-250.214915894,0,0
-12.825469835994491,188.6699224058649,-250.15096041460188,0,1
-13.995000144429383,191.33588805068584,-233.00173549190868,0,0
-14.146488314160392,191.15047910753364,-231.9794801443782,0,0
-14.883536502601164,190.2957563667075,-232.76567642031983,0,0
-14.873537906025245,190.25571263898567,-231.5613467017192,0,0
-13.759963756709558,191.71420338532096,-233.92085247125112,0,0
-13.053534205913436,192.6045283983776,-235.96758327211825,0,0
-12.139279738905753,193.03423899818205,-239.47972807196763,0,0
-10.925091463014631,193.2600050269696,-240.63198402298133,0,0
-14.407172975234865,191.2270094314701,-235.10067189201743,0,0
-13.848460718212303,191.91964042389745,-235.85413975577364,0,0
-13.119911580025349,192.60440189842487,-238.25214606982232,0,0
-13.72779775601814,192.13755104560903,-236.96773792163384,0,0
-15.339345013731528,189.6270079565236,-231.99983557425304,0,0
-15.849053751329954,188.7688437520623,-231.74764007389973,0,0
-12.842936121057722,189.70913258974144,-248.01522886564007,0,0
-11.602120762336837,190.3426588379193,-247.60063727111148,0,1
-13.988942522940636,189.17907846281244,-248.09292491314145,0,0
-13.445251276864838,188.93256368255072,-249.0910584514996,0,0
