x_mm,y_mm,z_mm,VM_cycle_max_Pa,VM_cycle_min_Pa,VM_stress_range_Pa,VM_stress_amplitude_Pa,VM_midrange_stress_Pa,VM_temporal_mean_Pa,t_VM_max_s
-23.719603690254303,179.8528877202779,-244.9144024044578,1225.6394509216486,4.0657282261305993e-07,1225.6394505150759,612.8197252575379,612.8197256641107,242.21045373821357,0.05
-23.331106457218663,181.3958709208944,-244.6510348753155,1768.4032123203735,5.229062546747222e-07,1768.4032117974673,884.2016058987336,884.2016064216399,300.5920548246999,0.05
-24.15059073263204,178.78232351778252,-246.0391494260857,639.3689500375907,1.971520705033437e-07,639.3689498404386,319.6844749202193,319.6844751173714,148.36621996685227,0.2
-23.066326924229443,182.0947232949661,-244.53587949016952,1967.3626537586908,5.817551051729751e-07,1967.3626531769357,983.6813265884679,983.681327170223,326.06602035800586,0.05
-23.950426221630583,180.01845744965829,-245.7144602972133,906.0889994314772,3.058191833840594e-07,906.088999125658,453.044499562829,453.0444998686482,211.98951079944197,0.05
-24.15404628690341,179.47256889739123,-246.16361813397404,664.4819392417163,2.103508391000145e-07,664.4819390313654,332.2409695156827,332.2409697260336,165.46983990809002,0.2
-24.344454711796825,179.03719573753938,-246.68978790906303,699.3201154498515,1.1687504603718027e-07,699.3201153329765,349.6600576664882,349.6600577833633,165.3132954942412,0.05
-24.142835265562063,179.98700702489123,-246.36085278480945,687.276035500722,2.114848530821658e-07,687.2760352892371,343.63801764461857,343.6380178561034,178.70398734587602,0.25
-23.5609333845613,181.02512810311543,-245.0973710620746,1550.898123844174,4.370819969355118e-07,1550.898123407092,775.449061703546,775.449062140628,278.5683071308356,0.05
-23.718681253591143,180.46161054029955,-245.2004209380184,1322.2867375974968,3.952331754226872e-07,1322.2867372022636,661.1433686011318,661.143368996365,254.54261341034118,0.05
-23.795773513702105,180.74266519712327,-245.6804095047985,1233.640343534531,3.4861467590879506e-07,1233.6403431859162,616.8201715929581,616.8201719415729,246.72196527926144,0.05
-23.37187613701256,181.708905268816,-245.16898485250977,1735.6982293530302,4.65601851221177e-07,1735.6982288874283,867.8491144437141,867.8491149093161,301.82955802813683,0.05
-23.636512177934797,181.35113118643733,-245.74107151147035,1435.4705588977083,3.61470613750841e-07,1435.4705585362376,717.7352792681188,717.7352796295895,269.52142154332824,0.05
-24.32399682993953,179.64334852389507,-246.82026985816032,626.5378124032253,1.219241369420788e-07,626.5378122813012,313.2689061406506,313.2689062625747,158.26933971493557,0.2
-24.457861340351517,179.71422191696416,-247.365695670458,1201.0592499592435,4.766574421062246e-08,1201.0592499115778,600.5296249557889,600.5296250034546,198.49360089531083,0.05
-24.495041297277933,179.2630791175913,-247.27243573948655,1444.9019116764575,4.225611211615888e-08,1444.9019116342015,722.4509558171007,722.4509558593568,216.60874277110688,0.05
-24.19515753718741,180.2247371624505,-246.7323594050484,678.973864365786,1.6562789963844548e-07,678.9738642001581,339.48693210007906,339.4869322657069,173.59035502629698,0.25
-24.33660606526992,180.05641999665593,-247.14908461791697,771.9800226933531,9.206639627651223e-08,771.9800226012867,385.99001130064335,385.9900113927098,172.40840727090162,0.05
-24.245464766424824,180.44718854894515,-247.16719025191364,769.9030438406161,1.0710645086616306e-07,769.9030437335097,384.95152186675483,384.95152197386125,175.70975292964692,0.05
-24.611645022900003,179.46637434500002,-247.808511386,3925.2136756470086,2.7962911693576152e-08,3925.2136756190457,1962.6068378095229,1962.6068378374857,470.82918085696843,0.05
-24.511623050048613,179.832146275275,-247.6719550962661,2129.481988483633,2.2083669450157362e-08,2129.481988461549,1064.7409942307745,1064.7409942528584,288.6347201127417,0.05
-24.015469203220285,180.4578872637518,-246.24336109945168,851.1273753777149,2.537951590567691e-07,851.1273751239197,425.56368756195985,425.56368781575503,204.8757676517206,0.05
-24.06941230115389,180.7195714224281,-246.7366698867213,809.7396865856095,1.8411100991563002e-07,809.7396864014985,404.86984320074924,404.8698433848603,195.06045626798112,0.05
-23.86741076175565,181.02124146443091,-246.26183908273907,1110.1904656429326,2.7665288776089496e-07,1110.1904653662798,555.0952326831399,555.0952329597927,231.92971294868784,0.05
-24.5506052852,179.955712858,-247.956077029,3555.704325081947,2.7563190058274852e-08,3555.704325054384,1777.852162527192,1777.852162554755,438.1340301968702,0.05
-24.40297547065428,180.19643170588824,-247.56714501578972,1425.9061800789102,4.0057208385449376e-08,1425.906180038853,712.9530900194266,712.9530900594837,218.67202513874852,0.05
-7.131954259573682,163.6436321681723,-231.61817135164648,2978.640796054002,9.64567324764675e-07,2978.6407950894345,1489.3203975447173,1489.3203985092846,608.5518280030207,0.05
